store_id,model_id,allocated_units,week_start_date,strategy,flow_stockout,flow_weeks_of_cover,flow_dead_stock,flow_realized_cogs,flow_inventory_value,flow_markdown_loss,acquisition_cost,capital_tied_up
BLR-05,B16,0,2026-08-17,real_engine,1,0.0,0,0,106750568,0.0,8903,0
BLR-04,B01,0,2026-08-17,real_engine,0,0.0,0,0,106750568,0.0,6440,0
TUM-02,B04,0,2026-08-17,real_engine,0,0.0,0,0,106750568,0.0,8786,0
BLR-06,B18,6,2026-08-17,real_engine,0,1.5,1,0,106815098,16132.5,10755,64530
MAN-01,F02,0,2026-08-17,real_engine,0,0.0,0,0,106815098,0.0,66229,0
BEL-02,F14,1,2026-08-17,real_engine,0,10.0,1,0,106872980,14470.5,57882,57882
KAL-01,B19,2,2026-08-17,real_engine,0,0.4,1,0,106899334,6588.5,13177,26354
BLR-04,B05,0,2026-08-17,real_engine,0,0.0,0,0,106899334,0.0,10127,0
BLR-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,106899334,0.0,8903,0
BLR-05,B18,5,2026-08-17,real_engine,1,0.45454545454545453,1,0,106953109,13443.75,10755,53775
MAN-02,B19,5,2026-08-17,real_engine,1,0.5,1,0,107018994,16471.25,13177,65885
HUB-01,B18,6,2026-08-17,real_engine,0,1.0,1,0,107083524,16132.5,10755,64530
HUB-02,B18,6,2026-08-17,real_engine,0,0.6666666666666666,1,0,107148054,16132.5,10755,64530
BEL-01,B18,6,2026-08-17,real_engine,0,1.5,1,0,107212584,16132.5,10755,64530
HUB-02,B19,3,2026-08-17,real_engine,1,0.6,1,0,107252115,9882.75,13177,39531
HOS-01,B19,3,2026-08-17,real_engine,0,1.5,1,0,107291646,9882.75,13177,39531
BLR-08,B15,0,2026-08-17,real_engine,1,0.0,0,0,107291646,0.0,10588,0
BLR-06,F13,1,2026-08-17,real_engine,0,10.0,1,0,107352045,15099.75,60399,60399
KOL-01,B01,0,2026-08-17,real_engine,0,0.0,0,0,107352045,0.0,6440,0
MYS-02,M12,0,2026-08-17,real_engine,1,0.0,0,0,107352045,0.0,17217,0
BLR-06,B20,1,2026-08-17,real_engine,0,1.0,1,0,107360537,2123.0,8492,8492
HOS-01,B18,4,2026-08-17,real_engine,0,1.3333333333333333,1,0,107403557,10755.0,10755,43020
DAV-02,B18,6,2026-08-17,real_engine,0,1.2,1,0,107468087,16132.5,10755,64530
BLR-08,B18,3,2026-08-17,real_engine,0,1.0,1,0,107500352,8066.25,10755,32265
KOL-01,F16,1,2026-08-17,real_engine,0,10.0,1,0,107554568,13554.0,54216,54216
MAN-01,B03,0,2026-08-17,real_engine,0,0.0,0,0,107554568,0.0,7401,0
KOL-01,B05,0,2026-08-17,real_engine,0,0.0,0,0,107554568,0.0,10127,0
MYS-02,F14,1,2026-08-17,real_engine,0,10.0,1,0,107612450,14470.5,57882,57882
BLR-05,F08,0,2026-08-17,real_engine,0,0.0,0,0,107612450,0.0,78119,0
BLR-03,B20,5,2026-08-17,real_engine,0,5.0,1,0,107654910,10615.0,8492,42460
BLR-05,F10,0,2026-08-17,real_engine,0,0.0,0,0,107654910,0.0,66400,0
BLR-08,F02,0,2026-08-17,real_engine,0,0.0,0,0,107654910,0.0,66229,0
MYS-02,B13,0,2026-08-17,real_engine,1,0.0,0,0,107654910,0.0,8504,0
KAL-01,F14,1,2026-08-17,real_engine,0,10.0,1,0,107712792,14470.5,57882,57882
MAN-01,B18,3,2026-08-17,real_engine,0,3.0,1,0,107745057,8066.25,10755,32265
MYS-01,M09,0,2026-08-17,real_engine,1,0.0,0,0,107745057,0.0,28135,0
MYS-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,107745057,0.0,8903,0
BEL-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,107745057,0.0,8903,0
BLR-05,B12,0,2026-08-17,real_engine,0,0.0,0,0,107745057,0.0,9430,0
KAL-01,F13,1,2026-08-17,real_engine,0,10.0,1,0,107805456,15099.75,60399,60399
TUM-02,M07,0,2026-08-17,real_engine,0,0.0,0,0,107805456,0.0,23908,0
BEL-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,107805456,0.0,8903,0
KAL-01,M05,0,2026-08-17,real_engine,0,0.0,0,0,107805456,0.0,26834,0
BLR-01,M11,0,2026-08-17,real_engine,1,0.0,0,0,107805456,0.0,20687,0
BLR-06,M11,0,2026-08-17,real_engine,1,0.0,0,0,107805456,0.0,20687,0
BLR-03,B04,0,2026-08-17,real_engine,0,0.0,0,0,107805456,0.0,8786,0
HUB-02,M10,0,2026-08-17,real_engine,0,0.0,0,0,107805456,0.0,25610,0
SHI-01,B02,0,2026-08-17,real_engine,0,0.0,0,0,107805456,0.0,8446,0
BLR-03,B03,0,2026-08-17,real_engine,1,0.0,0,0,107805456,0.0,7401,0
BLR-05,B19,3,2026-08-17,real_engine,1,0.5,1,0,107844987,9882.75,13177,39531
BLR-08,B03,0,2026-08-17,real_engine,0,0.0,0,0,107844987,0.0,7401,0
HOS-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,107844987,0.0,20460,0
BLR-02,B09,0,2026-08-17,real_engine,0,0.0,0,0,107844987,0.0,12085,0
BLR-02,B18,3,2026-08-17,real_engine,0,1.5,1,0,107877252,8066.25,10755,32265
BLR-08,F07,0,2026-08-17,real_engine,0,0.0,0,0,107877252,0.0,99781,0
BLR-04,B04,0,2026-08-17,real_engine,0,0.0,0,0,107877252,0.0,8786,0
HUB-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,107877252,0.0,66400,0
DAV-02,F14,1,2026-08-17,real_engine,0,10.0,1,0,107935134,14470.5,57882,57882
BLR-04,B03,0,2026-08-17,real_engine,0,0.0,0,0,107935134,0.0,7401,0
TUM-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,107935134,0.0,8903,0
DAV-02,M05,0,2026-08-17,real_engine,0,0.0,0,0,107935134,0.0,26834,0
BLR-04,B15,0,2026-08-17,real_engine,0,0.0,0,0,107935134,0.0,10588,0
BLR-08,F11,1,2026-08-17,real_engine,0,10.0,1,0,108001869,16683.75,66735,66735
BLR-01,B20,1,2026-08-17,real_engine,0,10.0,1,0,108010361,2123.0,8492,8492
KOL-01,B20,1,2026-08-17,real_engine,1,0.5,1,0,108018853,2123.0,8492,8492
HUB-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,108018853,0.0,8903,0
BLR-03,B16,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,8903,0
BEL-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,78119,0
BEL-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,66400,0
TUM-02,M01,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,20460,0
BEL-02,B02,0,2026-08-17,real_engine,1,0.0,0,0,108018853,0.0,8446,0
KOL-01,B03,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,7401,0
BLR-06,B14,0,2026-08-17,real_engine,1,0.0,0,0,108018853,0.0,9926,0
BLR-06,F08,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,78119,0
MAN-01,B09,0,2026-08-17,real_engine,1,0.0,0,0,108018853,0.0,12085,0
TUM-01,B11,0,2026-08-17,real_engine,0,0.0,0,0,108018853,0.0,7505,0
MYS-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,108018853,0.0,8903,0
DAV-01,M19,1,2026-08-17,real_engine,0,0.5,1,0,108048004,7287.75,29151,29151
BEL-02,M19,1,2026-08-17,real_engine,0,0.3333333333333333,1,0,108077155,7287.75,29151,29151
MYS-01,B19,4,2026-08-17,real_engine,0,4.0,1,0,108129863,13177.0,13177,52708
BLR-01,B19,2,2026-08-17,real_engine,0,2.0,1,0,108156217,6588.5,13177,26354
BLR-06,F10,0,2026-08-17,real_engine,0,0.0,0,0,108156217,0.0,66400,0
SHI-01,M06,0,2026-08-17,real_engine,0,0.0,0,0,108156217,0.0,20129,0
BLR-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,108156217,0.0,11850,0
BLR-05,F03,0,2026-08-17,real_engine,0,0.0,0,0,108156217,0.0,55530,0
HUB-01,B13,0,2026-08-17,real_engine,1,0.0,0,0,108156217,0.0,8504,0
MAN-01,B13,0,2026-08-17,real_engine,1,0.0,0,0,108156217,0.0,8504,0
SHI-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,108156217,0.0,8903,0
KOL-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,108156217,0.0,8903,0
HOS-01,F14,1,2026-08-17,real_engine,0,10.0,1,0,108214099,14470.5,57882,57882
DAV-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,108214099,0.0,11850,0
HOS-01,B17,0,2026-08-17,real_engine,0,0.0,0,0,108214099,0.0,11850,0
BLR-07,B20,2,2026-08-17,real_engine,0,1.0,1,0,108231083,4246.0,8492,16984
HOS-01,M05,0,2026-08-17,real_engine,1,0.0,0,0,108231083,0.0,26834,0
MYS-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,108231083,0.0,78119,0
MYS-02,B02,0,2026-08-17,real_engine,0,0.0,0,0,108231083,0.0,8446,0
DAV-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,108231083,0.0,8903,0
BLR-07,B18,4,2026-08-17,real_engine,0,1.0,1,0,108274103,10755.0,10755,43020
UDU-01,M09,0,2026-08-17,real_engine,0,0.0,0,0,108274103,0.0,28135,0
TUM-01,B19,3,2026-08-17,real_engine,1,0.75,1,0,108313634,9882.75,13177,39531
MYS-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,66400,0
DAV-01,M11,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,20687,0
KAL-01,B02,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,8446,0
BLR-02,M10,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,25610,0
MYS-02,M10,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,25610,0
MAN-01,M10,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,25610,0
BEL-02,B13,0,2026-08-17,real_engine,1,0.0,0,0,108313634,0.0,8504,0
SHI-01,B13,0,2026-08-17,real_engine,0,0.0,0,0,108313634,0.0,8504,0
MAN-02,M15,1,2026-08-17,real_engine,0,0.5,1,0,108340287,6663.25,26653,26653
KOL-01,M07,0,2026-08-17,real_engine,0,0.0,0,0,108340287,0.0,23908,0
BLR-05,B17,0,2026-08-17,real_engine,1,0.0,0,0,108340287,0.0,11850,0
BLR-07,B17,0,2026-08-17,real_engine,1,0.0,0,0,108340287,0.0,11850,0
TUM-02,F14,1,2026-08-17,real_engine,0,10.0,1,0,108398169,14470.5,57882,57882
HUB-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,108398169,0.0,55530,0
UDU-01,B17,0,2026-08-17,real_engine,0,0.0,0,0,108398169,0.0,11850,0
BEL-01,B19,3,2026-08-17,real_engine,0,0.6,1,0,108437700,9882.75,13177,39531
BLR-07,M12,0,2026-08-17,real_engine,1,0.0,0,0,108437700,0.0,17217,0
MYS-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,108437700,0.0,11850,0
BLR-08,B20,2,2026-08-17,real_engine,0,0.6666666666666666,1,0,108454684,4246.0,8492,16984
SHI-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,108454684,0.0,9926,0
HOS-01,B20,2,2026-08-17,real_engine,0,2.0,1,0,108471668,4246.0,8492,16984
DAV-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,108471668,0.0,8903,0
DAV-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,108471668,0.0,78119,0
BLR-03,B17,0,2026-08-17,real_engine,1,0.0,0,0,108471668,0.0,11850,0
BLR-05,B13,0,2026-08-17,real_engine,1,0.0,0,0,108471668,0.0,8504,0
MAN-02,B13,0,2026-08-17,real_engine,1,0.0,0,0,108471668,0.0,8504,0
HOS-01,B13,0,2026-08-17,real_engine,1,0.0,0,0,108471668,0.0,8504,0
DAV-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,108471668,0.0,66400,0
HOS-01,M17,1,2026-08-17,real_engine,0,10.0,1,0,108496935,6316.75,25267,25267
BEL-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,108496935,0.0,55530,0
BEL-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,108496935,0.0,11850,0
BLR-05,F16,1,2026-08-17,real_engine,0,10.0,1,0,108551151,13554.0,54216,54216
MYS-02,F16,1,2026-08-17,real_engine,0,1.0,1,0,108605367,13554.0,54216,54216
DAV-02,F16,1,2026-08-17,real_engine,0,10.0,1,0,108659583,13554.0,54216,54216
MAN-02,F16,1,2026-08-17,real_engine,0,10.0,1,0,108713799,13554.0,54216,54216
KOL-01,B19,4,2026-08-17,real_engine,0,40.0,1,0,108766507,13177.0,13177,52708
DAV-02,B19,3,2026-08-17,real_engine,0,1.5,1,0,108806038,9882.75,13177,39531
BLR-06,F03,0,2026-08-17,real_engine,0,0.0,0,0,108806038,0.0,55530,0
BLR-07,F08,0,2026-08-17,real_engine,0,0.0,0,0,108806038,0.0,78119,0
TUM-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,108806038,0.0,11850,0
BLR-06,F14,1,2026-08-17,real_engine,0,1.0,1,0,108863920,14470.5,57882,57882
MAN-01,B16,0,2026-08-17,real_engine,0,0.0,0,0,108863920,0.0,8903,0
BLR-07,F10,0,2026-08-17,real_engine,0,0.0,0,0,108863920,0.0,66400,0
BLR-05,F13,1,2026-08-17,real_engine,0,10.0,1,0,108924319,15099.75,60399,60399
TUM-02,F13,1,2026-08-17,real_engine,0,10.0,1,0,108984718,15099.75,60399,60399
BLR-07,B14,0,2026-08-17,real_engine,1,0.0,0,0,108984718,0.0,9926,0
KOL-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,108984718,0.0,20460,0
BEL-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,108984718,0.0,11850,0
HUB-01,F15,1,2026-08-17,real_engine,0,10.0,1,0,109076729,23002.75,92011,92011
BLR-04,B16,0,2026-08-17,real_engine,1,0.0,0,0,109076729,0.0,8903,0
HUB-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,109076729,0.0,11850,0
UDU-01,B19,4,2026-08-17,real_engine,0,1.0,1,0,109129437,13177.0,13177,52708
BLR-07,B06,0,2026-08-17,real_engine,0,0.0,0,0,109129437,0.0,8055,0
UDU-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,109129437,0.0,66400,0
BLR-06,B19,3,2026-08-17,real_engine,0,1.0,1,0,109168968,9882.75,13177,39531
MYS-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,109168968,0.0,55530,0
MAN-02,F08,0,2026-08-17,real_engine,0,0.0,0,0,109168968,0.0,78119,0
DAV-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,109168968,0.0,11850,0
MAN-02,F10,0,2026-08-17,real_engine,0,0.0,0,0,109168968,0.0,66400,0
BLR-01,B18,3,2026-08-17,real_engine,0,1.5,1,0,109201233,8066.25,10755,32265
BLR-08,M11,0,2026-08-17,real_engine,1,0.0,0,0,109201233,0.0,20687,0
BLR-07,B19,4,2026-08-17,real_engine,1,0.8,1,0,109253941,13177.0,13177,52708
HUB-02,F08,0,2026-08-17,real_engine,0,0.0,0,0,109253941,0.0,78119,0
DAV-02,B14,0,2026-08-17,real_engine,1,0.0,0,0,109253941,0.0,9926,0
KAL-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,109253941,0.0,9926,0
HUB-02,F10,0,2026-08-17,real_engine,0,0.0,0,0,109253941,0.0,66400,0
TUM-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,109253941,0.0,11850,0
SHI-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,109253941,0.0,78119,0
SHI-01,B19,4,2026-08-17,real_engine,0,2.0,1,0,109306649,13177.0,13177,52708
BLR-05,F05,0,2026-08-17,real_engine,0,0.0,0,0,109306649,0.0,89165,0
SHI-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,109306649,0.0,66400,0
DAV-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,109306649,0.0,55530,0
BLR-03,B18,3,2026-08-17,real_engine,0,3.0,1,0,109338914,8066.25,10755,32265
KOL-01,F14,1,2026-08-17,real_engine,0,10.0,1,0,109396796,14470.5,57882,57882
KOL-01,F13,1,2026-08-17,real_engine,0,10.0,1,0,109457195,15099.75,60399,60399
KOL-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,109457195,0.0,11850,0
KAL-01,B20,4,2026-08-17,real_engine,0,2.0,1,0,109491163,8492.0,8492,33968
TUM-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,109491163,0.0,78119,0
KOL-01,M05,0,2026-08-17,real_engine,0,0.0,0,0,109491163,0.0,26834,0
TUM-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,109491163,0.0,66400,0
BLR-06,B17,0,2026-08-17,real_engine,1,0.0,0,0,109491163,0.0,11850,0
TUM-02,B19,3,2026-08-17,real_engine,1,0.75,1,0,109530694,9882.75,13177,39531
MAN-01,B02,0,2026-08-17,real_engine,0,0.0,0,0,109530694,0.0,8446,0
BLR-07,F03,0,2026-08-17,real_engine,0,0.0,0,0,109530694,0.0,55530,0
SHI-01,B17,0,2026-08-17,real_engine,0,0.0,0,0,109530694,0.0,11850,0
BLR-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,109530694,0.0,8903,0
MAN-02,B20,2,2026-08-17,real_engine,1,0.2857142857142857,1,0,109547678,4246.0,8492,16984
BLR-02,F11,1,2026-08-17,real_engine,0,1.0,1,0,109614413,16683.75,66735,66735
BLR-03,M08,0,2026-08-17,real_engine,0,0.0,0,0,109614413,0.0,24519,0
KOL-01,B18,3,2026-08-17,real_engine,0,1.0,1,0,109646678,8066.25,10755,32265
MAN-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,109646678,0.0,11850,0
HUB-01,F05,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,89165,0
HUB-01,B05,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,10127,0
BLR-07,B13,0,2026-08-17,real_engine,1,0.0,0,0,109646678,0.0,8504,0
BLR-05,F04,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,53816,0
BEL-02,F08,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,78119,0
HUB-01,F09,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,97367,0
UDU-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,55530,0
BLR-07,M13,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,25696,0
BLR-05,F06,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,53059,0
BEL-02,F10,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,66400,0
BLR-05,B14,0,2026-08-17,real_engine,1,0.0,0,0,109646678,0.0,9926,0
BLR-04,B14,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,9926,0
MAN-02,F03,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,55530,0
BLR-05,F01,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,61349,0
BEL-01,F05,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,89165,0
UDU-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,109646678,0.0,9926,0
MYS-01,B17,0,2026-08-17,real_engine,1,0.0,0,0,109646678,0.0,11850,0
BLR-03,B02,0,2026-08-17,real_engine,0,0.0,0,0,109646678,0.0,8446,0
MAN-01,B19,2,2026-08-17,real_engine,1,0.4,1,0,109673032,6588.5,13177,26354
KAL-01,B12,0,2026-08-17,real_engine,1,0.0,0,0,109673032,0.0,9430,0
MYS-02,F08,0,2026-08-17,real_engine,0,0.0,0,0,109673032,0.0,78119,0
HUB-02,F03,0,2026-08-17,real_engine,0,0.0,0,0,109673032,0.0,55530,0
BLR-06,F05,0,2026-08-17,real_engine,0,0.0,0,0,109673032,0.0,89165,0
BLR-06,F17,1,2026-08-17,real_engine,0,1.0,1,0,109782462,27357.5,109430,109430
HUB-01,M11,0,2026-08-17,real_engine,0,0.0,0,0,109782462,0.0,20687,0
HUB-02,M11,0,2026-08-17,real_engine,0,0.0,0,0,109782462,0.0,20687,0
DAV-01,B20,3,2026-08-17,real_engine,0,1.5,1,0,109807938,6369.0,8492,25476
HUB-01,F04,0,2026-08-17,real_engine,0,0.0,0,0,109807938,0.0,53816,0
MYS-02,F10,0,2026-08-17,real_engine,0,0.0,0,0,109807938,0.0,66400,0
BLR-06,F09,0,2026-08-17,real_engine,0,0.0,0,0,109807938,0.0,97367,0
DAV-02,M18,1,2026-08-17,real_engine,0,0.25,1,0,109833659,6430.25,25721,25721
MYS-02,M19,1,2026-08-17,real_engine,0,0.5,1,0,109862810,7287.75,29151,29151
HUB-02,M19,1,2026-08-17,real_engine,0,1.0,1,0,109891961,7287.75,29151,29151
TUM-01,M19,1,2026-08-17,real_engine,0,0.5,1,0,109921112,7287.75,29151,29151
UDU-01,M19,1,2026-08-17,real_engine,0,1.0,1,0,109950263,7287.75,29151,29151
KOL-01,M19,1,2026-08-17,real_engine,0,10.0,1,0,109979414,7287.75,29151,29151
HUB-01,B19,3,2026-08-17,real_engine,1,0.6,1,0,110018945,9882.75,13177,39531
TUM-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,110136409,29366.0,117464,117464
BEL-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,110253873,29366.0,117464,117464
BEL-01,B11,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,7505,0
SHI-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,55530,0
MYS-02,B14,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,9926,0
KAL-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,66400,0
MAN-01,B10,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,7060,0
BLR-05,B01,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,6440,0
BLR-04,B17,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,11850,0
MYS-01,M10,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,25610,0
BEL-02,M10,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,25610,0
MYS-01,F05,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,89165,0
BEL-01,F04,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,53816,0
TUM-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,55530,0
MYS-01,F09,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,97367,0
BEL-01,F06,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,53059,0
MAN-02,B12,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,9430,0
HOS-01,B12,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,9430,0
TUM-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,9926,0
BEL-02,B14,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,9926,0
DAV-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,9926,0
BLR-08,B17,0,2026-08-17,real_engine,1,0.0,0,0,110253873,0.0,11850,0
DAV-02,F08,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,78119,0
BLR-06,F06,0,2026-08-17,real_engine,0,0.0,0,0,110253873,0.0,53059,0
BLR-05,B20,2,2026-08-17,real_engine,0,2.0,1,0,110270857,4246.0,8492,16984
HUB-01,B20,2,2026-08-17,real_engine,1,0.3333333333333333,1,0,110287841,4246.0,8492,16984
BEL-01,F01,0,2026-08-17,real_engine,0,0.0,0,0,110287841,0.0,61349,0
DAV-02,F10,0,2026-08-17,real_engine,0,0.0,0,0,110287841,0.0,66400,0
MAN-01,M08,0,2026-08-17,real_engine,0,0.0,0,0,110287841,0.0,24519,0
HUB-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,110287841,0.0,11850,0
BLR-04,B07,0,2026-08-17,real_engine,0,0.0,0,0,110287841,0.0,11285,0
MYS-02,B11,0,2026-08-17,real_engine,0,0.0,0,0,110287841,0.0,7505,0
MAN-02,B11,0,2026-08-17,real_engine,1,0.0,0,0,110287841,0.0,7505,0
TUM-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,110386137,24574.0,98296,98296
MAN-02,F12,1,2026-08-17,real_engine,0,10.0,1,0,110484433,24574.0,98296,98296
KOL-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,110582729,24574.0,98296,98296
BEL-02,F03,0,2026-08-17,real_engine,0,0.0,0,0,110582729,0.0,55530,0
HOS-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,110582729,0.0,9926,0
BLR-06,F01,0,2026-08-17,real_engine,0,0.0,0,0,110582729,0.0,61349,0
DAV-01,B13,0,2026-08-17,real_engine,0,0.0,0,0,110582729,0.0,8504,0
MYS-01,F04,0,2026-08-17,real_engine,0,0.0,0,0,110582729,0.0,53816,0
DAV-01,F05,0,2026-08-17,real_engine,0,0.0,0,0,110582729,0.0,89165,0
BLR-08,B16,0,2026-08-17,real_engine,0,0.0,0,0,110582729,0.0,8903,0
BLR-04,B18,2,2026-08-17,real_engine,0,0.6666666666666666,1,0,110604239,5377.5,10755,21510
DAV-01,F09,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,97367,0
KAL-01,B17,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,11850,0
MYS-01,F06,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,53059,0
BLR-06,B13,0,2026-08-17,real_engine,1,0.0,0,0,110604239,0.0,8504,0
BEL-01,B13,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,8504,0
BLR-08,M07,0,2026-08-17,real_engine,1,0.0,0,0,110604239,0.0,23908,0
BLR-05,F02,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,66229,0
MYS-02,F03,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,55530,0
MYS-01,F01,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,61349,0
MAN-02,B17,0,2026-08-17,real_engine,1,0.0,0,0,110604239,0.0,11850,0
HOS-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,78119,0
BLR-07,F05,0,2026-08-17,real_engine,0,0.0,0,0,110604239,0.0,89165,0
UDU-01,B20,3,2026-08-17,real_engine,0,1.0,1,0,110629715,6369.0,8492,25476
HUB-02,B13,0,2026-08-17,real_engine,1,0.0,0,0,110629715,0.0,8504,0
BEL-01,F14,1,2026-08-17,real_engine,0,10.0,1,0,110687597,14470.5,57882,57882
HOS-01,F10,0,2026-08-17,real_engine,0,0.0,0,0,110687597,0.0,66400,0
BLR-07,F09,0,2026-08-17,real_engine,0,0.0,0,0,110687597,0.0,97367,0
HOS-01,B11,0,2026-08-17,real_engine,0,0.0,0,0,110687597,0.0,7505,0
KAL-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,110687597,0.0,55530,0
MYS-02,B19,3,2026-08-17,real_engine,0,1.0,1,0,110727128,9882.75,13177,39531
DAV-01,B19,3,2026-08-17,real_engine,0,1.5,1,0,110766659,9882.75,13177,39531
DAV-01,F04,0,2026-08-17,real_engine,0,0.0,0,0,110766659,0.0,53816,0
HUB-01,B14,0,2026-08-17,real_engine,1,0.0,0,0,110766659,0.0,9926,0
UDU-01,F05,0,2026-08-17,real_engine,0,0.0,0,0,110766659,0.0,89165,0
BLR-05,F07,0,2026-08-17,real_engine,0,0.0,0,0,110766659,0.0,99781,0
