store_id,store_name,model_id,model_name,requested_units,allocated_units,shortfall_units,rupee_shortfall,reason
HUB-01,MobiMart Vidya Nagar,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,F04,Vivo X200,1,0,1,53816,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,F17,iPhone 17 Pro Max,1,0,1,109430,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B13,Redmi A6,1,0,1,8504,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F10,iPhone 17,1,0,1,66400,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F05,Pixel 9 Pro,1,0,1,89165,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,F01,Samsung Galaxy S25,1,0,1,61349,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,M13,Realme 15 Pro,1,0,1,25696,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,M13,Realme 15 Pro,1,0,1,25696,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F15,Pixel 10 Pro,1,0,1,92011,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,F15,Pixel 10 Pro,1,0,1,92011,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,F15,Pixel 10 Pro,1,0,1,92011,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,F14,Vivo X210,1,0,1,57882,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,F13,OnePlus 14,1,0,1,60399,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F08,Samsung Galaxy Z Flip7,1,0,1,78119,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,F04,Vivo X200,1,0,1,53816,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B13,Redmi A6,1,0,1,8504,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B01,Nokia 110 Power,1,0,1,6440,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
